lsa,operator,technology,month,year,speed_mbps
Haryana,AIRTEL,4G,2,2025,8.1689453125
Haryana,AIRTEL,4G,2,2025,20.3974609375
Haryana,AIRTEL,4G,2,2025,33.416015625
Haryana,AIRTEL,4G,2,2025,0.8046875
Haryana,AIRTEL,4G,2,2025,3.6337890625
Haryana,AIRTEL,4G,2,2025,1.912109375
Haryana,AIRTEL,4G,2,2025,2.91015625
Haryana,AIRTEL,4G,2,2025,4.42578125
Haryana,JIO,4G,2,2025,0.109375
Haryana,AIRTEL,4G,2,2025,27.6455078125
Haryana,AIRTEL,4G,2,2025,19.2958984375
Haryana,JIO,4G,2,2025,16.6923828125
Kerala,Vi India,4G,2,2025,8.14453125
Haryana,JIO,4G,2,2025,1.0126953125
Haryana,AIRTEL,4G,2,2025,7.3291015625
Orissa,AIRTEL,4G,2,2025,17.0927734375
Punjab,JIO,4G,2,2025,0.99609375
Haryana,AIRTEL,4G,2,2025,22.7392578125
West Bengal,JIO,4G,2,2025,0.705078125
Madhya Pradesh,AIRTEL,4G,2,2025,10.7109375
Haryana,AIRTEL,4G,2,2025,1.259765625
Haryana,JIO,4G,2,2025,16.119140625
Haryana,AIRTEL,4G,2,2025,35.154296875
Haryana,AIRTEL,4G,2,2025,11.837890625
Haryana,JIO,4G,2,2025,25.7216796875
North East,JIO,4G,2,2025,16.1689453125
Haryana,JIO,4G,2,2025,3.1279296875
Haryana,JIO,4G,2,2025,0.1630859375
Punjab,JIO,4G,2,2025,7.2373046875
Punjab,JIO,4G,2,2025,78.0263671875
Punjab,JIO,4G,2,2025,8.6875
Punjab,JIO,4G,2,2025,8.666015625
Haryana,JIO,4G,2,2025,1.65234375
Punjab,JIO,4G,2,2025,64.1416015625
Punjab,JIO,4G,2,2025,48.9658203125
Punjab,JIO,4G,2,2025,16.35546875
Haryana,JIO,4G,2,2025,2.6962890625
Haryana,JIO,4G,2,2025,11.63671875
Tamil Nadu,AIRTEL,4G,2,2025,2.86328125
Haryana,AIRTEL,4G,2,2025,4.75
Haryana,AIRTEL,4G,2,2025,5.3056640625
Haryana,AIRTEL,4G,2,2025,3.8984375
Haryana,JIO,4G,2,2025,28.25390625
Punjab,JIO,4G,2,2025,8.220703125
Haryana,JIO,4G,2,2025,10.8486328125
Haryana,JIO,4G,2,2025,26.798828125
Haryana,AIRTEL,4G,2,2025,6.01953125
Punjab,JIO,4G,2,2025,6.96875
Punjab,JIO,4G,2,2025,9.4599609375
Haryana,JIO,4G,2,2025,2.8095703125
Haryana,JIO,4G,2,2025,2.767578125
Haryana,AIRTEL,4G,2,2025,12.4755859375
Haryana,AIRTEL,4G,2,2025,3.8369140625
Haryana,AIRTEL,4G,2,2025,27.8046875
Haryana,JIO,4G,2,2025,6.650390625
Haryana,AIRTEL,4G,2,2025,0.2158203125
Haryana,JIO,4G,2,2025,11.75390625
Haryana,AIRTEL,4G,2,2025,52.7109375
Haryana,JIO,4G,2,2025,16.337890625
Himachal Pradesh,AIRTEL,4G,2,2025,6.2421875
Haryana,JIO,4G,2,2025,5.1982421875
Haryana,JIO,4G,2,2025,17.0234375
Madhya Pradesh,JIO,4G,2,2025,88.7802734375
Haryana,AIRTEL,4G,2,2025,2.826171875
Haryana,JIO,4G,2,2025,0.1435546875
Haryana,AIRTEL,4G,2,2025,4.365234375
Haryana,AIRTEL,4G,2,2025,1.068359375
Haryana,AIRTEL,4G,2,2025,21.71875
Haryana,AIRTEL,4G,2,2025,0.1494140625
North East,JIO,4G,2,2025,1.6611328125
Haryana,AIRTEL,4G,2,2025,0.3251953125
Haryana,JIO,4G,2,2025,0.150390625
Haryana,AIRTEL,4G,2,2025,28.6787109375
Haryana,JIO,4G,2,2025,0.2724609375
Haryana,JIO,4G,2,2025,1.451171875
Haryana,AIRTEL,4G,2,2025,7.060546875
Haryana,JIO,4G,2,2025,7.521484375
Punjab,JIO,4G,2,2025,8.48046875
Haryana,AIRTEL,4G,2,2025,21.5634765625
Punjab,JIO,4G,2,2025,8.3134765625
Haryana,AIRTEL,4G,2,2025,0.9130859375
Kolkata,JIO,4G,2,2025,5.4306640625
Haryana,JIO,4G,2,2025,9.791015625
Haryana,JIO,4G,2,2025,1.9150390625
Haryana,AIRTEL,4G,2,2025,11.55078125
Haryana,JIO,4G,2,2025,5.8046875
Rajasthan,JIO,4G,2,2025,6.1005859375
Haryana,AIRTEL,4G,2,2025,17.44140625
Haryana,AIRTEL,4G,2,2025,1.4609375
Haryana,JIO,4G,2,2025,10.625
Haryana,JIO,4G,2,2025,2.3427734375
Karnataka,Vi India,4G,2,2025,6.36328125
Haryana,AIRTEL,4G,2,2025,7.7744140625
Haryana,AIRTEL,4G,2,2025,1.98046875
Haryana,JIO,4G,2,2025,13.822265625
Haryana,AIRTEL,4G,2,2025,17.7060546875
Haryana,JIO,4G,2,2025,5.23046875
Karnataka,Vi India,4G,2,2025,24.5703125
Haryana,JIO,4G,2,2025,1.4423828125
Haryana,JIO,4G,2,2025,2.1513671875
Haryana,AIRTEL,4G,2,2025,0.1806640625
Madhya Pradesh,AIRTEL,4G,2,2025,11.015625
Haryana,JIO,4G,2,2025,0.1220703125
Haryana,AIRTEL,4G,2,2025,5.068359375
Haryana,AIRTEL,4G,2,2025,14.8134765625
Maharashtra,JIO,4G,2,2025,1.8984375
Haryana,JIO,4G,2,2025,13.8876953125
Haryana,AIRTEL,4G,2,2025,2.1201171875
Haryana,JIO,4G,2,2025,4.1796875
Haryana,JIO,4G,2,2025,1.0791015625
Haryana,JIO,4G,2,2025,13.986328125
Haryana,JIO,4G,2,2025,10.5849609375
Haryana,AIRTEL,4G,2,2025,9.224609375
Haryana,JIO,4G,2,2025,6.9580078125
Haryana,AIRTEL,4G,2,2025,11.7197265625
Punjab,JIO,4G,2,2025,8.1875
Haryana,JIO,4G,2,2025,0.83984375
Haryana,JIO,4G,2,2025,19.642578125
Punjab,JIO,4G,2,2025,31.51171875
Haryana,JIO,4G,2,2025,3.720703125
Haryana,AIRTEL,4G,2,2025,0.1845703125
Haryana,JIO,4G,2,2025,24.8251953125
Haryana,AIRTEL,4G,2,2025,0.1513671875
Haryana,JIO,4G,2,2025,29.4931640625
Haryana,JIO,4G,2,2025,50.3955078125
Haryana,AIRTEL,4G,2,2025,8.05078125
Haryana,AIRTEL,4G,2,2025,4.7314453125
Haryana,JIO,4G,2,2025,20.9130859375
Haryana,AIRTEL,4G,2,2025,24.685546875
Punjab,JIO,4G,2,2025,33.5703125
Haryana,JIO,4G,2,2025,8.166015625
Haryana,JIO,4G,2,2025,0.40625
Haryana,JIO,4G,2,2025,18.3759765625
Haryana,AIRTEL,4G,2,2025,20.841796875
Haryana,JIO,4G,2,2025,21.447265625
Haryana,JIO,4G,2,2025,2.21875
Haryana,AIRTEL,4G,2,2025,39.4814453125
UP East,Vi India,4G,2,2025,6.150390625
Haryana,JIO,4G,2,2025,6.6826171875
Haryana,JIO,4G,2,2025,0.986328125
Kerala,CELLONE,4G,2,2025,29.3935546875
Haryana,JIO,4G,2,2025,8.2294921875
Haryana,AIRTEL,4G,2,2025,7.1044921875
Haryana,JIO,4G,2,2025,1.9462890625
Haryana,AIRTEL,4G,2,2025,20.8916015625
Gujarat,JIO,4G,2,2025,21.0732421875
Haryana,AIRTEL,4G,2,2025,0.646484375
Haryana,AIRTEL,4G,2,2025,6.763671875
Haryana,AIRTEL,4G,2,2025,45.2880859375
Haryana,AIRTEL,4G,2,2025,87.0029296875
Haryana,JIO,4G,2,2025,1.3212890625
Haryana,AIRTEL,4G,2,2025,5.9482421875
Haryana,AIRTEL,4G,2,2025,0.2236328125
Haryana,JIO,4G,2,2025,1.34375
Haryana,AIRTEL,4G,2,2025,3.3974609375
Haryana,AIRTEL,4G,2,2025,4.6220703125
Haryana,AIRTEL,4G,2,2025,18.654296875
Delhi,JIO,4G,2,2025,8.9716796875
Haryana,JIO,4G,2,2025,0.537109375
Haryana,AIRTEL,4G,2,2025,64.013671875
Haryana,AIRTEL,4G,2,2025,1.7998046875
Haryana,AIRTEL,4G,2,2025,1.4912109375
Haryana,JIO,4G,2,2025,4.732421875
Haryana,JIO,4G,2,2025,1.232421875
Haryana,AIRTEL,4G,2,2025,7.5224609375
Haryana,JIO,4G,2,2025,0.166015625
Tamil Nadu,AIRTEL,4G,2,2025,7.9833984375
Haryana,AIRTEL,4G,2,2025,14.5205078125
Assam,JIO,4G,2,2025,5.6396484375
Haryana,JIO,4G,2,2025,0.87109375
Gujarat,JIO,4G,2,2025,1.0185546875
Rajasthan,JIO,4G,2,2025,26.1591796875
Gujarat,Vi India,4G,2,2025,2.072265625
Haryana,AIRTEL,4G,2,2025,17.419921875
Haryana,JIO,4G,2,2025,16.513671875
Haryana,AIRTEL,4G,2,2025,16.5390625
Haryana,JIO,4G,2,2025,23.5849609375
Haryana,JIO,4G,2,2025,0.1083984375
Haryana,AIRTEL,4G,2,2025,33.33984375
Haryana,JIO,4G,2,2025,4.3984375
Haryana,JIO,4G,2,2025,11.9033203125
Haryana,JIO,4G,2,2025,5.384765625
Haryana,JIO,4G,2,2025,2.009765625
Haryana,AIRTEL,4G,2,2025,28.10546875
Haryana,AIRTEL,4G,2,2025,20.5068359375
Haryana,AIRTEL,4G,2,2025,0.51953125
Haryana,AIRTEL,4G,2,2025,0.13671875
Haryana,JIO,4G,2,2025,5.416015625
Haryana,JIO,4G,2,2025,25.3115234375
Haryana,JIO,4G,2,2025,1.23046875
Karnataka,Vi India,4G,2,2025,30.64453125
Haryana,JIO,4G,2,2025,1.123046875
Haryana,AIRTEL,4G,2,2025,0.3291015625
Haryana,JIO,4G,2,2025,0.0712890625
Haryana,AIRTEL,4G,2,2025,29.3564453125
Haryana,JIO,4G,2,2025,4.31640625
Haryana,AIRTEL,4G,2,2025,20.09765625
Haryana,AIRTEL,4G,2,2025,0.2490234375
Haryana,JIO,4G,2,2025,19.6796875
Delhi,AIRTEL,4G,2,2025,73.912109375
Haryana,AIRTEL,4G,2,2025,2.6943359375
Haryana,AIRTEL,4G,2,2025,1.2587890625
Haryana,AIRTEL,4G,2,2025,21.44140625
Haryana,JIO,4G,2,2025,0.12109375
Haryana,JIO,4G,2,2025,2.8310546875
Haryana,JIO,4G,2,2025,8.033203125
Haryana,JIO,4G,2,2025,3.8388671875
Haryana,AIRTEL,4G,2,2025,17.658203125
Haryana,JIO,4G,2,2025,22.9248046875
Haryana,JIO,4G,2,2025,24.6689453125
Haryana,JIO,4G,2,2025,2.6181640625
Haryana,JIO,4G,2,2025,6.8427734375
Haryana,JIO,4G,2,2025,57.076171875
Haryana,JIO,4G,2,2025,6.7919921875
Haryana,JIO,4G,2,2025,33.6181640625
Haryana,JIO,4G,2,2025,11.0537109375
Haryana,AIRTEL,4G,2,2025,26.0556640625
Haryana,AIRTEL,4G,2,2025,2.3203125
Haryana,AIRTEL,4G,2,2025,8.2490234375
Haryana,AIRTEL,4G,2,2025,12.9541015625
Haryana,AIRTEL,4G,2,2025,34.451171875
Haryana,JIO,4G,2,2025,0.0224609375
Haryana,JIO,4G,2,2025,11.7783203125
Haryana,AIRTEL,4G,2,2025,9.9150390625
Haryana,AIRTEL,4G,2,2025,24.6005859375
Haryana,JIO,4G,2,2025,3.513671875
Haryana,JIO,4G,2,2025,0.2744140625
Haryana,JIO,4G,2,2025,8.3974609375
Haryana,JIO,4G,2,2025,7.2412109375
Haryana,AIRTEL,4G,2,2025,23.712890625
West Bengal,JIO,4G,2,2025,8.6015625
Haryana,JIO,4G,2,2025,0.611328125
Haryana,AIRTEL,4G,2,2025,27.806640625
Haryana,AIRTEL,4G,2,2025,0.154296875
Haryana,JIO,4G,2,2025,0.662109375
Haryana,JIO,4G,2,2025,5.01171875
Madhya Pradesh,JIO,4G,2,2025,15.4482421875
Haryana,AIRTEL,4G,2,2025,5.47265625
Haryana,JIO,4G,2,2025,4.609375
Haryana,AIRTEL,4G,2,2025,10.5556640625
Haryana,JIO,4G,2,2025,5.7265625
Haryana,AIRTEL,4G,2,2025,37.96875
Chennai,JIO,4G,2,2025,20.720703125
Haryana,JIO,4G,2,2025,11.7060546875
Haryana,JIO,4G,2,2025,5.4765625
Haryana,AIRTEL,4G,2,2025,20.142578125
Haryana,AIRTEL,4G,2,2025,0.3369140625
Haryana,JIO,4G,2,2025,15.091796875
Delhi,AIRTEL,4G,2,2025,54.3525390625
Kerala,JIO,4G,2,2025,13.7509765625
Delhi,JIO,4G,2,2025,23.8720703125
Mumbai,Vi India,4G,2,2025,6.4150390625
Haryana,AIRTEL,4G,2,2025,0.978515625
Haryana,JIO,4G,2,2025,27.2666015625
Haryana,AIRTEL,4G,2,2025,11.4716796875
Haryana,JIO,4G,2,2025,2.025390625
Haryana,JIO,4G,2,2025,3.267578125
Haryana,AIRTEL,4G,2,2025,38.0244140625
Haryana,AIRTEL,4G,2,2025,27.748046875
Haryana,JIO,4G,2,2025,8.31640625
Haryana,JIO,4G,2,2025,2.2822265625
Haryana,AIRTEL,4G,2,2025,0.3671875
Haryana,JIO,4G,2,2025,0.0673828125
Haryana,AIRTEL,4G,2,2025,15.220703125
Haryana,JIO,4G,2,2025,1.0322265625
Haryana,AIRTEL,4G,2,2025,30.24609375
Haryana,JIO,4G,2,2025,0.5302734375
Haryana,AIRTEL,4G,2,2025,0.0654296875
Haryana,JIO,4G,2,2025,0.3115234375
Haryana,AIRTEL,4G,2,2025,19.853515625
Haryana,JIO,4G,2,2025,0.0771484375
Haryana,JIO,4G,2,2025,8.9609375
Haryana,AIRTEL,4G,2,2025,34.8359375
Haryana,AIRTEL,4G,2,2025,12.00390625
Rajasthan,JIO,4G,2,2025,4.7109375
Haryana,JIO,4G,2,2025,0.1005859375
Haryana,JIO,4G,2,2025,27.423828125
Haryana,AIRTEL,4G,2,2025,1.7939453125
Haryana,AIRTEL,4G,2,2025,32.6357421875
Haryana,JIO,4G,2,2025,28.1005859375
Maharashtra,AIRTEL,4G,2,2025,2.05859375
Karnataka,Vi India,4G,2,2025,19.5859375
Haryana,AIRTEL,4G,2,2025,1.0205078125
Haryana,JIO,4G,2,2025,0.115234375
Haryana,AIRTEL,4G,2,2025,9.40625
Gujarat,JIO,4G,2,2025,6.908203125
Haryana,JIO,4G,2,2025,36.7841796875
Haryana,AIRTEL,4G,2,2025,0.140625
North East,JIO,4G,2,2025,5.1123046875
Haryana,AIRTEL,4G,2,2025,13.6474609375
Haryana,JIO,4G,2,2025,0.6904296875
Haryana,JIO,4G,2,2025,0.0595703125
Haryana,JIO,4G,2,2025,16.4658203125
Haryana,JIO,4G,2,2025,0.474609375
Haryana,AIRTEL,4G,2,2025,26.4775390625
Haryana,AIRTEL,4G,2,2025,13.7041015625
Haryana,JIO,4G,2,2025,3.947265625
Rajasthan,JIO,4G,2,2025,9.65234375
Haryana,JIO,4G,2,2025,24.48046875
Maharashtra,JIO,4G,2,2025,1.7451171875
Karnataka,Vi India,4G,2,2025,19.3056640625
Haryana,JIO,4G,2,2025,27.8896484375
Haryana,AIRTEL,4G,2,2025,2.5068359375
Haryana,JIO,4G,2,2025,22.92578125
Haryana,AIRTEL,4G,2,2025,5.9560546875
Haryana,JIO,4G,2,2025,5.1298828125
Haryana,AIRTEL,4G,2,2025,0.2783203125
Haryana,JIO,4G,2,2025,0.1337890625
Rajasthan,JIO,4G,2,2025,33.041015625
Haryana,AIRTEL,4G,2,2025,4.484375
UP East,CELLONE,4G,2,2025,0.9130859375
West Bengal,JIO,4G,2,2025,17.908203125
Punjab,JIO,4G,2,2025,59.5146484375
Maharashtra,CELLONE,3G,2,2025,0.6455078125
Punjab,CELLONE,4G,2,2025,16.220703125
Punjab,CELLONE,4G,2,2025,5.9951171875
Kerala,JIO,4G,2,2025,7.056640625
Delhi,JIO,4G,2,2025,1.3349609375
Delhi,JIO,4G,2,2025,2.1708984375
Kerala,Vi India,4G,2,2025,13.2958984375
Punjab,JIO,4G,2,2025,2.453125
West Bengal,CELLONE,4G,2,2025,5.873046875
Haryana,AIRTEL,4G,2,2025,4.4736328125
Maharashtra,CELLONE,4G,2,2025,2.599609375
Andhra Pradesh,CELLONE,4G,2,2025,6.5517578125
Haryana,JIO,4G,2,2025,1.58984375
Rajasthan,CELLONE,4G,2,2025,11.5263671875
Madhya Pradesh,AIRTEL,4G,2,2025,3.939453125
UP East,CELLONE,4G,2,2025,0.8134765625
Kolkata,Vi India,4G,2,2025,7.6728515625
Orissa,AIRTEL,4G,2,2025,9.751953125
UP West,CELLONE,4G,2,2025,1.638671875
Haryana,JIO,4G,2,2025,0.0546875
Haryana,AIRTEL,4G,2,2025,29.6025390625
UP East,JIO,4G,2,2025,28.2861328125
Tamil Nadu,CELLONE,3G,2,2025,3.3486328125
Gujarat,JIO,4G,2,2025,9.2392578125
Rajasthan,CELLONE,4G,2,2025,2.2041015625
Punjab,CELLONE,4G,2,2025,1.373046875
Tamil Nadu,CELLONE,4G,2,2025,4.5390625
Kerala,CELLONE,4G,2,2025,0.7216796875
Tamil Nadu,JIO,4G,2,2025,19.7275390625
Haryana,Vi India,4G,2,2025,12.6240234375
Bihar,JIO,4G,2,2025,1.400390625
Maharashtra,CELLONE,4G,2,2025,11.6630859375
Madhya Pradesh,Vi India,4G,2,2025,8.3115234375
West Bengal,CELLONE,4G,2,2025,1.7314453125
UP West,JIO,4G,2,2025,2.1640625
Karnataka,JIO,4G,2,2025,1.2197265625
Tamil Nadu,CELLONE,4G,2,2025,2.6865234375
Bihar,CELLONE,4G,2,2025,7.7001953125
Gujarat,JIO,4G,2,2025,25.546875
Haryana,JIO,4G,2,2025,0.228515625
UP East,CELLONE,4G,2,2025,5.384765625
UP East,CELLONE,4G,2,2025,2.509765625
Punjab,CELLONE,4G,2,2025,8.517578125
Andhra Pradesh,CELLONE,4G,2,2025,4.4384765625
Haryana,CELLONE,4G,2,2025,3.87890625
Bihar,CELLONE,3G,2,2025,1.7666015625
Punjab,JIO,4G,2,2025,3.177734375
Bihar,CELLONE,4G,2,2025,2.7060546875
Gujarat,CELLONE,3G,2,2025,1.33203125
Delhi,AIRTEL,4G,2,2025,11.693359375
Punjab,AIRTEL,4G,2,2025,0.4697265625
Haryana,JIO,4G,2,2025,0.611328125
Jammu & Kashmir,AIRTEL,4G,2,2025,18.798828125
Maharashtra,CELLONE,4G,2,2025,4.625
UP West,JIO,4G,2,2025,17.6328125
Bihar,JIO,4G,2,2025,0.3505859375
Haryana,JIO,4G,2,2025,54.2333984375
Haryana,AIRTEL,4G,2,2025,28.669921875
Haryana,JIO,4G,2,2025,0.2109375
UP East,AIRTEL,4G,2,2025,14.9375
Tamil Nadu,JIO,4G,2,2025,8.056640625
Bihar,JIO,4G,2,2025,54.984375
Gujarat,CELLONE,4G,2,2025,2.6103515625
Haryana,AIRTEL,4G,2,2025,0.5478515625
Punjab,CELLONE,3G,2,2025,3.5302734375
UP West,CELLONE,4G,2,2025,3.9169921875
UP East,CELLONE,3G,2,2025,1.7314453125
Bihar,AIRTEL,4G,2,2025,40.451171875
Kerala,CELLONE,3G,2,2025,1.84375
West Bengal,JIO,4G,2,2025,3.5771484375
Andhra Pradesh,AIRTEL,4G,2,2025,130.6357421875
Rajasthan,CELLONE,3G,2,2025,1.8271484375
Madhya Pradesh,JIO,4G,2,2025,2.279296875
Rajasthan,CELLONE,4G,2,2025,0.201171875
Kerala,JIO,4G,2,2025,11.3701171875
Assam,Vi India,4G,2,2025,2.8837890625
Maharashtra,JIO,4G,2,2025,3.978515625
Punjab,AIRTEL,4G,2,2025,1.84375
Kolkata,JIO,4G,2,2025,3.78125
Haryana,AIRTEL,4G,2,2025,20.3359375
Kerala,AIRTEL,4G,2,2025,1.2373046875
Rajasthan,Vi India,4G,2,2025,9.796875
Haryana,CELLONE,3G,2,2025,3.0732421875
Karnataka,CELLONE,4G,2,2025,2.1943359375
Punjab,AIRTEL,4G,2,2025,10.857421875
UP West,AIRTEL,4G,2,2025,2.337890625
Assam,AIRTEL,4G,2,2025,5.55859375
Rajasthan,CELLONE,4G,2,2025,1.3388671875
Rajasthan,CELLONE,4G,2,2025,4.66796875
Delhi,JIO,4G,2,2025,9.6875
Haryana,JIO,4G,2,2025,23.7919921875
UP East,JIO,4G,2,2025,30.5791015625
Madhya Pradesh,CELLONE,4G,2,2025,1.546875
Haryana,JIO,4G,2,2025,18.697265625
Haryana,JIO,4G,2,2025,70.4453125
Haryana,JIO,4G,2,2025,8.296875
Maharashtra,Vi India,4G,2,2025,41.5390625
Kolkata,Vi India,4G,2,2025,0.4833984375
Karnataka,JIO,4G,2,2025,68.15625
Haryana,JIO,4G,2,2025,5.8828125
Bihar,JIO,4G,2,2025,58.6728515625
Maharashtra,AIRTEL,4G,2,2025,49.0068359375
Haryana,AIRTEL,4G,2,2025,18.55859375
West Bengal,CELLONE,4G,2,2025,1.486328125
Kerala,Vi India,4G,2,2025,7.1455078125
Rajasthan,JIO,4G,2,2025,7.5908203125
Haryana,JIO,4G,2,2025,7.2890625
Bihar,JIO,4G,2,2025,44.95703125
Rajasthan,JIO,4G,2,2025,68.32421875
Karnataka,JIO,4G,2,2025,72.18359375
Karnataka,JIO,4G,2,2025,64.4130859375
Delhi,Vi India,4G,2,2025,0.9931640625
Haryana,AIRTEL,4G,2,2025,1.7939453125
Haryana,JIO,4G,2,2025,0.1474609375
Karnataka,JIO,4G,2,2025,4.78515625
Bihar,JIO,4G,2,2025,6.599609375
Haryana,JIO,4G,2,2025,69.294921875
Haryana,JIO,4G,2,2025,70.275390625
Haryana,AIRTEL,4G,2,2025,0.76953125
Haryana,AIRTEL,4G,2,2025,19.0390625
Maharashtra,AIRTEL,4G,2,2025,76.2255859375
Andhra Pradesh,JIO,4G,2,2025,26.2373046875
Maharashtra,JIO,4G,2,2025,8.935546875
Haryana,CELLONE,4G,2,2025,4.7119140625
Haryana,CELLONE,4G,2,2025,4.841796875
Tamil Nadu,CELLONE,3G,2,2025,0.5673828125
Bihar,AIRTEL,4G,2,2025,1.19140625
Madhya Pradesh,JIO,4G,2,2025,15.2470703125
Maharashtra,JIO,4G,2,2025,8.4208984375
Bihar,JIO,4G,2,2025,4.798828125
Maharashtra,JIO,4G,2,2025,1.658203125
Bihar,JIO,4G,2,2025,8.7822265625
Haryana,JIO,4G,2,2025,68.1171875
Maharashtra,JIO,4G,2,2025,8.94921875
Kerala,CELLONE,3G,2,2025,1.400390625
Maharashtra,JIO,4G,2,2025,7.4140625
Maharashtra,JIO,4G,2,2025,6.1103515625
Maharashtra,JIO,4G,2,2025,68.3046875
West Bengal,JIO,4G,2,2025,57.03515625
Mumbai,Vi India,4G,2,2025,2.8515625
West Bengal,JIO,4G,2,2025,8.6396484375
Andhra Pradesh,CELLONE,4G,2,2025,5.7373046875
Bihar,JIO,4G,2,2025,75.0478515625
Kerala,CELLONE,3G,2,2025,2.283203125
Madhya Pradesh,Vi India,4G,2,2025,2.322265625
Madhya Pradesh,CELLONE,4G,2,2025,30.935546875
UP East,CELLONE,4G,2,2025,4.7724609375
Karnataka,CELLONE,4G,2,2025,8.6611328125
Bihar,JIO,4G,2,2025,54.7978515625
Bihar,CELLONE,4G,2,2025,2.7822265625
Punjab,JIO,4G,2,2025,2.21875
Andhra Pradesh,AIRTEL,4G,2,2025,6.361328125
Bihar,JIO,4G,2,2025,38.84375
Haryana,JIO,4G,2,2025,7.5048828125
West Bengal,JIO,4G,2,2025,67.4736328125
Bihar,JIO,4G,2,2025,55.8125
Haryana,JIO,4G,2,2025,70.30078125
West Bengal,JIO,4G,2,2025,8.978515625
Haryana,JIO,4G,2,2025,6.0673828125
Bihar,AIRTEL,4G,2,2025,3.2109375
UP East,JIO,4G,2,2025,2.42578125
Haryana,JIO,4G,2,2025,17.0712890625
UP West,JIO,4G,2,2025,12.8359375
Bihar,JIO,4G,2,2025,8.4970703125
Rajasthan,CELLONE,4G,2,2025,16.4775390625
Mumbai,Vi India,4G,2,2025,30.537109375
Maharashtra,AIRTEL,4G,2,2025,3.935546875
Bihar,CELLONE,3G,2,2025,2.0888671875
Rajasthan,AIRTEL,4G,2,2025,3.27734375
Bihar,JIO,4G,2,2025,8.9482421875
Bihar,JIO,4G,2,2025,4.759765625
Maharashtra,JIO,4G,2,2025,63.650390625
Karnataka,AIRTEL,4G,2,2025,6.4345703125
Bihar,JIO,4G,2,2025,40.7470703125
UP West,Vi India,4G,2,2025,7.6650390625
West Bengal,JIO,4G,2,2025,67.0634765625
Delhi,JIO,4G,2,2025,16.7998046875
Haryana,JIO,4G,2,2025,6.44140625
West Bengal,JIO,4G,2,2025,5.4462890625
Delhi,AIRTEL,4G,2,2025,0.880859375
Rajasthan,CELLONE,4G,2,2025,12.400390625
West Bengal,JIO,4G,2,2025,51.458984375
West Bengal,JIO,4G,2,2025,8.91015625
Kerala,JIO,4G,2,2025,0.11328125
Haryana,JIO,4G,2,2025,17.970703125
Maharashtra,JIO,4G,2,2025,3.4150390625
West Bengal,JIO,4G,2,2025,70.6650390625
Delhi,JIO,4G,2,2025,0.142578125
Haryana,JIO,4G,2,2025,22.2509765625
Haryana,JIO,4G,2,2025,10.548828125
Karnataka,JIO,4G,2,2025,71.65625
Maharashtra,Vi India,4G,2,2025,1.794921875
Orissa,AIRTEL,4G,2,2025,2.2392578125
Kerala,AIRTEL,4G,2,2025,5.830078125
Haryana,AIRTEL,4G,2,2025,6.76953125
Andhra Pradesh,AIRTEL,4G,2,2025,1.80859375
Assam,JIO,4G,2,2025,8.4609375
UP East,JIO,4G,2,2025,15.1083984375
Delhi,JIO,4G,2,2025,36.44140625
Haryana,JIO,4G,2,2025,0.0888671875
Haryana,JIO,4G,2,2025,31.3896484375
UP West,JIO,4G,2,2025,2.4931640625
Bihar,AIRTEL,4G,2,2025,56.3515625
Maharashtra,JIO,4G,2,2025,73.5009765625
Maharashtra,JIO,4G,2,2025,66.69921875
Haryana,AIRTEL,4G,2,2025,0.119140625
West Bengal,JIO,4G,2,2025,67.283203125
Rajasthan,Vi India,4G,2,2025,47.3798828125
Maharashtra,JIO,4G,2,2025,66.716796875
Maharashtra,JIO,4G,2,2025,0.01171875
Maharashtra,JIO,4G,2,2025,8.7119140625
Kolkata,AIRTEL,4G,2,2025,29.5830078125
Haryana,JIO,4G,2,2025,1.0859375
Maharashtra,JIO,4G,2,2025,9.0009765625
Maharashtra,JIO,4G,2,2025,67.6259765625
Delhi,JIO,4G,2,2025,8.853515625
Maharashtra,JIO,4G,2,2025,29.0888671875
Andhra Pradesh,AIRTEL,4G,2,2025,42.9736328125
Andhra Pradesh,CELLONE,4G,2,2025,9.0068359375
UP West,CELLONE,4G,2,2025,2.39453125
Maharashtra,JIO,4G,2,2025,69.373046875
Bihar,JIO,4G,2,2025,49.572265625
Andhra Pradesh,CELLONE,4G,2,2025,19.75
Bihar,JIO,4G,2,2025,5.1240234375
Haryana,AIRTEL,4G,2,2025,8.888671875
Karnataka,CELLONE,3G,2,2025,2.181640625
Haryana,AIRTEL,4G,2,2025,21.1669921875
Maharashtra,CELLONE,3G,2,2025,1.0205078125
Maharashtra,JIO,4G,2,2025,68.8564453125
Haryana,AIRTEL,4G,2,2025,0.4638671875
UP West,JIO,4G,2,2025,3.359375
Haryana,JIO,4G,2,2025,4.2275390625
Maharashtra,JIO,4G,2,2025,4.6591796875
Maharashtra,JIO,4G,2,2025,68.4140625
Maharashtra,JIO,4G,2,2025,8.775390625
Bihar,JIO,4G,2,2025,9.443359375
Chennai,AIRTEL,4G,2,2025,17.0390625
Haryana,JIO,4G,2,2025,0.4072265625
Bihar,JIO,4G,2,2025,67.94140625
Haryana,AIRTEL,4G,2,2025,8.5732421875
UP West,JIO,4G,2,2025,1.166015625
Haryana,AIRTEL,4G,2,2025,1.0537109375
West Bengal,Vi India,4G,2,2025,5.185546875
